playlist,videoTitle,description,duration
Engineering Math: Differential Equations and Dynamical Systems,Numerical Simulation of Ordinary Differential Equations: Integrating ODEs,"In this video, I provide an overview of how to numerically integrate solutions of ordinary differential equations (ODEs).  These solutions are known as trajectories, and provide a powerful computational tool for us to analyze nonlinear systems, where simple analytic techniques may not work.  In particular, we only have general solution techniques for linear systems, and for generic nonlinear dynamics, we often are forced to study them numerically using these integration techniques.    Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Problem setup: Integration through a vector field 5:41 Numerical integration to generate a trajectory 15:12 Vector fields may be solution to PDE 18:15 Deriving forward Euler integration",00:23:49
Engineering Math: Differential Equations and Dynamical Systems,Deriving Forward Euler and Backward/Implicit Euler Integration Schemes for Differential Equations,"This video introduces and derives the simples numerical integration scheme for ordinary differential equations (ODEs): the Forward Euler and Backward Euler integration schemes.  These integrators are based on the simplest forward and backward finite-different derivative approximations for dx/dt.  Although these are not the best all-purpose integrators, they provide a great starting point for understanding sources of error and the stability of numerical integration techniques.       Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Deriving Forward Euler Integration 14:24 Deriving Backward Euler Integration  19:03 Euler Integration for Linear Dynamics",00:23:28
Engineering Math: Differential Equations and Dynamical Systems,Numerical Integration of ODEs with Forward Euler and Backward Euler in Python and Matlab,"In this video, we code up the Forward Euler and Backward Euler integration schemes in Python and Matlab, investigating stability and error as a function of the time step.  We test these integrators on the simple spring-mass-damper system, where we have an analytic solution to compare against.    Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  Codes (Python): http://faculty.washington.edu/sbrunton/me564/python/L17_pend.ipynb and http://faculty.washington.edu/sbrunton/me564/python/L17_simpend.ipynb Codes (Matlab): http://faculty.washington.edu/sbrunton/me564/matlab/L17_pend.m and http://faculty.washington.edu/sbrunton/me564/matlab/L17_simpend.m   @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Problem setup 8:39 Matlab code example 20:20 Python code example",00:31:15
Engineering Math: Differential Equations and Dynamical Systems,Error Analysis of Euler Integration Scheme for Differential Equations Using Taylor Series,"In this video, we explore the error of the Forward Euler integration scheme, using the Taylor series. We show that the error at each time step scales with dt^3, where dt is the time-step of the integrator.  This basic error analysis technique, based on the Taylor series, applies to much more powerful integrators.   Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%%",00:12:06
Engineering Math: Differential Equations and Dynamical Systems,Stability of Forward Euler and Backward Euler Integration Schemes for Differential Equations,"In this video, we explore the stability of the Forward Euler and Backward/Implicit Euler integration schemes.  In particular, we investigate the eigenvalues of these discrete-time update equations, relating the eigenvalues to the stability of the algorithm.  This basic stability analysis technique, based on the eigenvalues of the update equation, applies to much more powerful integrators.   Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Overview and goals of stability analysis 2:56 Stability of continuous dynamics  6:57 Stability of discrete time dynamics 9:17 Eigenvalues in the complex plane 14:34 Stability of Euler integration for scalar dynamics 26:42 Stability of Euler integration for matrix systems",00:33:26
Engineering Math: Differential Equations and Dynamical Systems,Runge-Kutta Integrator Overview:  All Purpose Numerical Integration of Differential Equations,"In this video, I introduce one of the most powerful families of numerical integrators: the Runge-Kutta schemes.  These provide very accurate and efficient ""all-purpose"" numerical integrators for ordinary differential equations.  Specifically, we introduce the 2nd-order and 4th-order accurate RK schemes (called RK2 and RK4) and break these algorithms down into simple and intuitive steps.  These algorithms are also explained with pictures.    Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Overview 3:15 2nd Order Runge-Kutta Integrator 8:07 Geometric intuition for RK2 Integrator 19:59 4th Order Runge-Kutta Integrator",00:30:22
Engineering Math: Differential Equations and Dynamical Systems,Coding a Fourth-Order Runge-Kutta Integrator in Python and Matlab,"In this video, I code up a 4th-order accurate Runge-Kutta integrator in Python and Matlab, and then I use this integrator to simulate the chaotic Lorenz 1963 system.   Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Problem setup and Lorenz 1963 example 6:16 Matlab code example 24:48 Python code example",00:36:52
Engineering Math: Differential Equations and Dynamical Systems,Numerical Integration of Chaotic Dynamics: Uncertainty Propagation & Vectorized Integration,"This video introduces the idea of chaos, or sensitive dependence on initial conditions, and the importance of integrating a bundle of trajectories to propagate uncertainty.  We also explore how to vectorize numerical integration in Python and Matlab to make the algorithm orders of magnitude more efficient.    Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Propagating uncertainty with bundle of trajectory 6:30 Slow Matlab code example 11:06 Fast Matlab code example 17:09 Python code example",00:20:01
Engineering Math: Differential Equations and Dynamical Systems,Chaotic Dynamical Systems,"This video introduces chaotic dynamical systems, which exhibit sensitive dependence on initial conditions.  These systems are ubiquitous in natural and engineering systems, from turbulent fluids to the motion of objects in the solar system.  Here, we discuss how to recognize chaos and how to numerically integrate these systems.    Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Overview of Chaotic Dynamics 8:49 Example: Planetary Dynamics 14:31 Example: Double Pendulum 19:12 Flow map Jacobian and Lyapunov Exponents 26:33 Symplectic Integration for Chaotic Hamiltonian Dynamics 33:41 Examples of Chaos in Fluid Turbulence 37:16 Synchrony and Order in Dynamics",00:44:01
Engineering Math: Differential Equations and Dynamical Systems,Engineering Math Pre-Req: Quick and Dirty Introduction to Python,"This video provides a very high level overview of some basic Python commands we will frequently use in this Engineering Math series.  This may be skipped if you already have Python experience or prefer to code in Matlab.   Code by Dr. Alan Kaptanoglu Link to Code: http://faculty.washington.edu/sbrunton/me564/python/Python_Introduction.ipynb  Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Basic Arithmetic 5:52 For Loops and While Loops 13:12 Numpy Arrays: Matrices and Vectors 21:10 Creating Uniformly Spaced Grids with ""Linspace"" 28:26 Plotting with Matplotlib 32:25 Solving Linear Systems of Equations, Ax=b 36:34 Solving Differential Equations",00:41:53
Engineering Math: Differential Equations and Dynamical Systems,Engineering Math Pre-Req: Quick and Dirty Introduction to Matlab,"This video provides a very high level overview of some basic Matlab commands we will frequently use in this Engineering Math series.  This may be skipped if you already have Matlab experience or prefer to code in Python.   Code by Scott Wilcox Link to Code: http://faculty.washington.edu/sbrunton/me564/matlab/Matlab_Introduction.m and http://faculty.washington.edu/sbrunton/me564/matlab/ode_test.m  Playlist: https://www.youtube.com/playlist?list=PLMrJAkhIeNNTYaOnVI3QpH7jgULnAmvPA Course Website: http://faculty.washington.edu/sbrunton/me564/  @eigensteve on Twitter eigensteve.com databookuw.com  This video was produced at the University of Washington  %%% CHAPTERS %%% 0:00 Basic Arithmetic 4:00 For Loops and While Loops 9:00 Vectors and Matrices 17:10 Plotting  20:57 Solving Linear Systems of Equations, Ax=b 24:30 Solving Differential Equations",00:34:51
